;Unnamed: 0;nb_salaires_cleaned;age_cleaned;anciennete_emploi_cleaned;salaire_mensuel_cleaned;taux_endettement_cleaned;duree_pret_cleaned;anciennete_bni_cleaned;mensualite_cleaned;code_DTX_cleaned_UNIQUEVAL;conventionne_cleaned_UNIQUEVAL;statut_marital_cleaned_UNIQUEVAL;categorie_employeur_cleaned_UNIQUEVAL;nature_CAP_cleaned_UNIQUEVAL;type_contrat_cleaned;salaire_vivable;argent_journalier;age_end;year;label
1074;104;35.0;21.0;36.0;104000.0;32.88;24;35.0;34278.0;0;NON;MARIE;CONNUE;CAP;CDI;69722.0;2324.0666666666666;23.0;2013;0
14023;6857;274.0;58.0;275.0;993911.8;31.73;18;342.0;316650.0;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDI;677261.8;22575.39333333333;59.5;2013;0
10764;1448;25.0;35.0;53.0;152000.0;32.85;30;25.0;49967.0;0;NON;MARIE;CONNUE;CAP;CDI;102033.0;3401.1;37.5;2013;0
14736;6795;29.0;28.0;38.0;926125.74;32.58;24;30.0;302452.0;0;NON;MARIE;FAVORISER;CAP;CDI;623673.74;20789.124666666667;30.0;2013;0
3185;1148;18.0;32.0;47.0;162118.0;32.88;24;18.0;53433.0;0;NON;MARIE;CONNUE;CAP;CDI;108685.0;3622.833333333334;34.0;2014;0
310;319;47.0;31.0;57.0;1498000.0;20.142925540217;24;68.0;304788.91372975;0;NON;CELIBATAIRE;RENSEIGNER;CAP_Rechargeable;CDI;1193211.08627025;39773.702875675;33.0;2017;0
1411;1445;26.0;38.0;122.0;219284.0;32.910013976561;24;33.0;72895.348533699;0;NON;CONCUBINE;CONNUE;CAP_Rechargeable;CDI;146388.651466301;4879.621715543367;40.0;2017;0
6440;5923;64.0;51.0;72.0;779948.4;30.94;60;67.0;239533.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;540415.4;18013.846666666668;56.0;2014;0
3596;4737;37.0;37.0;50.0;420000.0;31.5;60;37.0;131318.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;288682.0;9622.733333333334;42.0;2014;0
1643;4454;28.0;33.0;31.0;380000.0;32.42;24;38.0;123501.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;256499.0;8549.966666666667;35.0;2014;0
11338;5978;84.0;51.0;191.0;521000.0;32.82;24;85.0;171389.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;349611.0;11653.7;53.0;2013;0
11939;1871;24.0;22.0;43.0;163000.0;32.7;24;24.0;53433.0;0;NON;MARIE;CONNUE;CAP;CDI;109567.0;3652.233333333333;24.0;2013;0
16438;1070;20.0;26.0;33.0;142400.0;21.82;24;20.0;31149.0;0;OUI;CONCUBINE;FAVORISER;CAP;CDI;111251.0;3708.366666666667;28.0;2013;0
9443;5066;24.0;32.0;32.0;365400.0;32.83;20;25.0;120387.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;245013.0;8167.1;33.666666666666664;2013;0
13975;717;38.0;41.0;49.0;130000.0;32.49;36;39.0;42188.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;87812.0;2927.066666666666;44.0;2013;0
3337;3430;29.0;39.0;94.0;211000.0;24.549230278849002;24;56.0;52322.09685694;0;NON;MARIE;RENSEIGNER;CAP;CDI;158677.90314306;5289.263438102;41.0;2017;0
5098;1023;11.0;36.0;33.0;159338.0;32.51;24;11.0;51921.0;0;NON;MARIE;CONNUE;CAP;CDI;107417.0;3580.566666666666;38.0;2014;0
3448;6435;78.0;44.0;86.0;1459359.0;20.35;24;68.0;297680.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;1161679.0;38722.63333333333;46.0;2014;0
1292;1324;0.0;34.0;14.0;486603.0;32.054275572835;14;8.0;157552.59249059;0;NON;CONCUBINE;FONCTIONNAIRE;CAP;CDD;329050.40750941;10968.346916980334;35.166666666666664;2017;0
3113;3202;2.0;40.0;93.0;1238836.6;26.234928377375002;48;12.0;328290.80275021;0;OUI;CELIBATAIRE;FONCTIONNAIRE;CAP;CDI;910545.79724979;30351.526574992997;44.0;2017;0
1260;1292;0.0;49.0;14.0;333890.6;32.914989044984004;16;8.0;111010.15597195;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDD;222880.44402805;7429.348134268333;50.33333333333334;2017;0
9750;2374;24.0;39.0;98.0;180000.0;32.97;24;24.0;59482.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;120518.0;4017.266666666667;41.0;2013;0
4250;3550;22.0;22.0;22.0;243750.0;32.43;24;22.0;79221.0;0;NON;MARIE;CONNUE;CAP;CDI;164529.0;5484.3;24.0;2013;0
1657;1811;39.0;24.0;44.0;189600.0;32.89;24;39.0;62507.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;127093.0;4236.433333333333;26.0;2014;0
2162;2219;29.0;34.0;47.0;235600.0;32.867157267641;36;36.0;78217.194467234;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;157382.80553276598;5246.093517758866;37.0;2017;0
1156;1186;1.0;34.0;170.0;309900.0;32.837605927614;48;41.0;102791.65734311;0;NON;CONCUBINE;FAVORISER;CAP_Rechargeable;CDI;207108.34265689;6903.611421896333;38.0;2017;0
3178;1634;41.0;32.0;107.0;157057.65;32.98;24;41.0;51921.0;0;NON;VEUF;CONNUE;CAP_Rechargeable;CDI;105136.65;3504.555;34.0;2013;0
1174;7112;60.0;48.0;116.0;1400000.0;28.74;24;60.0;403269.0;0;NON;CELIBATAIRE;CONNUE;CAP_Rechargeable;CDI;996731.0;33224.36666666667;50.0;2013;0
13273;5357;76.0;32.0;32.0;403000.0;31.73;60;76.0;126967.0;0;NON;MARIE;FAVORISER;CAP;CDI;276033.0;9201.1;37.0;2013;0
1811;3149;53.0;25.0;55.0;256950.9;32.88;24;54.0;84686.0;0;NON;MARIE;CONNUE;CAP;CDI;172264.9;5742.163333333333;27.0;2014;0
659;677;2.0;25.0;19.0;244200.0;32.790685026957995;36;9.0;80883.689733162;0;OUI;MARIE;CONNUE;CAP;CDI;163316.310266838;5443.8770088946;28.0;2017;0
3150;3239;14.0;42.0;28.0;180000.0;32.55583546023;48;21.0;59192.42810951;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;120807.57189049;4026.919063016333;46.0;2017;0
5891;5756;52.0;45.0;56.0;479819.4;32.65;42;54.0;156248.0;0;NON;CONCUBINE;FONCTIONNAIRE;CAP;CDI;323571.4;10785.713333333337;48.5;2013;0
14053;1764;114.0;32.0;137.0;160000.0;32.85;24;114.0;52677.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;107323.0;3577.433333333333;34.0;2013;0
7702;1106;18.0;39.0;58.0;160200.0;32.9;24;24.0;52814.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;107386.0;3579.5333333333333;41.0;2014;0
3542;6673;52.0;42.0;68.0;809070.0;21.75;36;53.0;175785.0;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDI;633285.0;21109.5;45.0;2013;0
9485;4529;74.0;34.0;84.0;389850.0;32.99;60;74.0;94840.0;0;NON;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;295010.0;9833.666666666666;39.0;2014;0
7408;3370;30.0;42.0;31.0;230000.0;32.17;24;69.0;74163.0;0;OUI;CELIBATAIRE;CONNUE;CAP;CDI;155837.0;5194.566666666667;44.0;2013;0
12153;1969;27.0;23.0;33.0;165000.0;32.76;24;27.0;54189.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;110811.0;3693.7;25.0;2013;0
16542;3674;60.0;57.0;128.0;304582.8;32.39;24;60.0;98885.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;205697.8;6856.593333333332;59.0;2014;0
3122;3211;73.0;40.0;150.0;258057.79;32.955858329327;36;82.0;85904.201697163;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;172153.58830283704;5738.4529434279;43.0;2017;0
2323;2387;29.0;24.0;49.0;326307.0;21.807804099932998;48;49.0;71879.183155926;0;OUI;MARIE;FAVORISER;CAP_Rechargeable;CDI;254427.816844074;8480.927228135799;28.0;2017;0
65;66;47.0;37.0;76.0;216666.0;32.655212762894;36;57.0;71467.41745944599;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;145198.582540554;4839.9527513518;40.0;2017;0
8965;2304;39.0;40.0;49.0;178000.0;32.77;24;40.0;58474.0;0;NON;MARIE;FAVORISER;CAP_Rechargeable;CDI;119526.0;3984.2;42.0;2013;0
6814;3363;26.0;35.0;29.0;229000.0;32.94;24;29.0;75613.0;0;NON;MARIE;CONNUE;CAP;CDI;153387.0;5112.9;37.0;2013;0
13795;4339;93.0;52.0;398.0;364000.0;31.63;60;94.0;114295.0;0;OUI;VEUF;FONCTIONNAIRE;CAP_Rechargeable;CDI;249705.0;8323.5;57.0;2014;0
63;64;24.0;36.0;42.0;250000.0;32.932380982542;36;34.0;83162.578238743;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;166837.421761257;5561.2473920419;39.0;2017;0
3004;3091;1.0;38.0;16.0;235000.0;32.974936080073;36;8.0;78273.838169869;0;OUI;MARIE;CONNUE;CAP;CDI;156726.161830131;5224.2053943377;41.0;2017;0
933;959;2.0;48.0;25.0;249200.0;32.485873304008;36;9.0;81772.521488472;0;OUI;MARIE;CONNUE;CAP;CDI;167427.478511528;5580.9159503842675;51.0;2017;0
4352;7258;95.0;51.0;322.0;1907000.0;25.46;25;232.0;482635.0;0;NON;VEUF;FAVORISER;CAP;CDI;1424365.0;47478.83333333334;53.08333333333334;2013;0
2647;2724;2.0;35.0;56.0;149682.78;32.925876543782;24;8.0;49782.189242525994;0;NON;CONCUBINE;RENSEIGNER;CAP;CDI;99900.590757474;3330.0196919158;37.0;2017;0
15961;2140;57.0;46.0;102.0;200300.0;32.89;24;57.0;66035.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;134265.0;4475.5;48.0;2014;0
7232;5475;46.0;27.0;49.0;570000.0;21.7;60;47.0;122806.0;0;OUI;MARIE;FAVORISER;CAP;CDI;447194.0;14906.466666666667;32.0;2014;0
14139;4565;42.0;41.0;138.0;327039.0;32.96;60;43.0;22373.0;0;NON;MARIE;FONCTIONNAIRE;CAP2;CDI;304666.0;10155.533333333333;46.0;2013;0
16116;3400;26.0;30.0;24.0;231505.0;32.58;48;27.0;75102.0;0;NON;CONCUBINE;FONCTIONNAIRE;CAP;CDI;156403.0;5213.433333333333;34.0;2013;0
17658;3235;65.0;37.0;31.0;262000.0;32.57;24;68.0;85535.0;0;OUI;CELIBATAIRE;CONNUE;CAP;CDI;176465.0;5882.166666666668;39.0;2014;0
11555;111;10.0;33.0;20.0;110550.0;32.75;24;10.0;36294.0;0;NON;CONCUBINE;RENSEIGNER;CAP;CDI;74256.0;2475.2;35.0;2014;0
637;561;36.0;29.0;56.0;125000.0;32.72;36;36.0;40852.0;1;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;84148.0;2804.933333333333;32.0;2013;0
2022;2077;1.0;42.0;17.0;861000.0;30.732931377415003;48;78.0;267283.37288843;0;OUI;CELIBATAIRE;FONCTIONNAIRE;CAP_Rechargeable;CDI;593716.62711157;19790.554237052333;46.0;2017;0
83;1659;52.0;37.0;96.0;158000.0;32.94;24;52.0;52173.0;0;NON;MARIE;CONNUE;CAP;CDI;105827.0;3527.566666666666;39.0;2013;0
627;643;17.0;29.0;30.0;138200.0;32.977331805845;24;25.0;46035.022783513;0;OUI;CELIBATAIRE;CONNUE;CAP;CDI;92164.977216487;3072.165907216233;31.0;2017;0
2938;3022;63.0;27.0;82.0;150400.0;31.818773607312004;30;70.0;48338.823742825;0;NON;CELIBATAIRE;RENSEIGNER;CAP_Rechargeable;CDI;102061.176257175;3402.0392085725;29.5;2017;0
10706;2074;29.0;23.0;31.0;170000.0;29.58;24;30.0;50409.0;1;NON;CELIBATAIRE;CONNUE;CAP;CDI;119591.0;3986.366666666667;25.0;2013;0
6263;6621;35.0;25.0;35.0;796258.13;28.73;36;54.0;228521.0;0;OUI;CELIBATAIRE;FAVORISER;CAP;CDI;567737.13;18924.571;28.0;2013;0
2968;4168;68.0;42.0;156.0;298000.0;32.79;36;68.0;97611.0;0;OUI;MARIE;CONNUE;CAP;CDI;200389.0;6679.633333333332;45.0;2013;0
16250;796;40.0;35.0;74.0;132900.0;32.54;24;40.0;43351.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;89549.0;2984.9666666666667;37.0;2013;0
2019;4873;7.0;51.0;283.0;444200.0;32.97;36;10.0;146288.0;0;NON;MARIE;CONNUE;CAP;CDI;297912.0;9930.4;54.0;2014;0
10171;3664;46.0;28.0;114.0;250000.0;30.73;18;46.0;77140.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;172860.0;5762.0;29.5;2013;0
4885;2068;60.0;49.0;70.0;200000.0;32.69;24;61.0;65531.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;134469.0;4482.3;51.0;2014;0
16427;6649;73.0;34.0;26.0;3000000.0;32.19;24;73.0;960258.0;0;NON;MARIE;CONNUE;CAP;CDI;2039742.0;67991.4;36.0;2014;0
2819;2298;27.0;22.0;32.0;206400.0;32.89;24;27.0;68052.0;0;NON;CELIBATAIRE;CONNUE;CAP_Rechargeable;CDI;138348.0;4611.6;24.0;2014;0
4196;4979;77.0;56.0;393.0;465148.4;32.54;36;78.0;151175.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;313973.4;10465.78;59.0;2014;0
2061;2117;81.0;33.0;87.0;337206.0;32.692094248484004;60;87.0;111353.23568843;0;OUI;CONCUBINE;FAVORISER;CAP_Rechargeable;CDI;225852.76431157;7528.425477052334;38.0;2017;0
5279;5184;44.0;24.0;44.0;381693.0;32.16;60;44.0;121888.0;0;NON;CONCUBINE;FAVORISER;CAP;CDI;259805.0;8660.166666666666;29.0;2013;0
2902;3838;9.0;24.0;31.0;322586.0;32.99;48;9.0;105964.0;0;NON;CONCUBINE;FONCTIONNAIRE;CAP;CDI;216622.0;7220.733333333334;28.0;2014;0
14149;3099;19.0;38.0;45.0;253000.0;32.95;24;19.0;83542.0;1;NON;MARIE;RENSEIGNER;CAP;CDI;169458.0;5648.6;40.0;2014;0
11843;220;18.0;36.0;53.0;120000.0;32.69;24;19.0;39319.0;0;NON;MARIE;CONNUE;CAP;CDI;80681.0;2689.366666666667;38.0;2014;0
1482;3465;43.0;43.0;274.0;237000.0;32.07;36;43.0;75920.0;0;NON;CELIBATAIRE;CONNUE;CAP_Rechargeable;CDI;161080.0;5369.333333333333;46.0;2013;0
4772;2606;24.0;28.0;31.0;223100.0;31.62;24;25.0;70702.0;0;OUI;CELIBATAIRE;CONNUE;CAP;CDI;152398.0;5079.933333333333;30.0;2014;0
6027;2534;37.0;50.0;249.0;185220.0;32.85;24;38.0;60994.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;124226.0;4140.866666666667;52.0;2013;0
2248;2310;14.0;49.0;24.0;332175.52;32.965936796305;60;21.0;110610.88078384;0;OUI;MARIE;FAVORISER;CAP_Rechargeable;CDI;221564.63921616;7385.487973872001;54.0;2017;0
804;827;0.0;28.0;14.0;322890.6;32.606870541241;14;8.0;106347.99993115;0;OUI;CONCUBINE;FONCTIONNAIRE;CAP;CDD;216542.60006885;7218.086668961666;29.16666666666667;2017;0
3822;5133;30.0;23.0;54.0;500000.0;25.65;24;41.0;128542.0;0;NON;CELIBATAIRE;CONNUE;CAP;CDI;371458.0;12381.933333333332;25.0;2014;0
430;1265;43.0;49.0;165.0;168200.0;32.89;24;43.0;55449.0;0;NON;CELIBATAIRE;RENSEIGNER;CAP;CDI;112751.0;3758.366666666667;51.0;2014;0
15787;4739;8.0;34.0;82.0;420000.0;32.96;60;9.0;137397.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;282603.0;9420.1;39.0;2014;0
6976;4723;66.0;35.0;107.0;417000.0;29.37;60;106.0;121590.0;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;295410.0;9847.0;40.0;2014;0
15979;5388;73.0;33.0;41.0;408000.0;32.91;24;73.0;134591.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;273409.0;9113.633333333333;35.0;2013;0
3053;3141;29.0;35.0;93.0;612046.0;27.47862666298;60;75.0;169880.64176334;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;442165.35823666;14738.845274555331;40.0;2017;0
9996;5943;85.0;57.0;443.0;510164.4;32.88;24;88.0;168104.0;1;OUI;MARIE;FONCTIONNAIRE;CAP;CDI;342060.4;11402.013333333334;59.0;2013;0
5575;2467;36.0;41.0;275.0;183000.0;32.88;36;38.0;60116.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;122884.0;4096.133333333333;44.0;2013;0
6071;1476;24.0;35.0;31.0;176741.93;32.72;24;69.0;57970.0;0;NON;MARIE;CONNUE;CAP;CDI;118771.93;3959.0643333333333;37.0;2014;0
2389;2503;30.0;26.0;37.0;217083.0;32.43;24;30.0;70572.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;146511.0;4883.7;28.0;2014;0
11052;6586;23.0;43.0;239.0;769949.0;32.42;60;24.0;247801.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;522148.0;17404.933333333334;48.0;2013;0
1198;1230;15.0;25.0;77.0;170000.0;28.897466429937;36;23.0;56364.654218392;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;113635.345781608;3787.844859386933;28.0;2017;0
890;914;2.0;30.0;23.0;200000.0;32.853277023028;24;9.0;66370.256612178;0;OUI;MARIE;CONNUE;CAP;CDI;133629.743387822;4454.324779594067;32.0;2017;0
13728;5760;54.0;39.0;112.0;682476.0;32.53;24;111.0;222490.0;0;OUI;CONCUBINE;FAVORISER;CAP;CDI;459986.0;15332.866666666667;41.0;2014;0
8811;4465;27.0;24.0;31.0;320000.0;25.15;24;27.0;80654.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;239346.0;7978.2;26.0;2013;0
6847;4234;66.0;37.0;141.0;352220.0;32.98;24;67.0;116444.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;235776.0;7859.2;39.0;2014;0
695;3299;27.0;34.0;34.0;224022.0;26.12;20;28.0;58725.0;1;NON;CELIBATAIRE;FAVORISER;CAP;CDI;165297.0;5509.9;35.666666666666664;2013;0
5934;236;14.0;27.0;108.0;120360.0;32.8;24;15.0;39571.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;80789.0;2692.9666666666667;29.0;2014;0
17579;2472;18.0;31.0;25.0;215318.0;32.85;24;18.0;70892.0;0;OUI;CONCUBINE;RENSEIGNER;CAP;CDI;144426.0;4814.2;33.0;2014;0
384;4380;39.0;22.0;45.0;311000.0;32.97;36;40.0;102420.0;0;NON;CELIBATAIRE;CONNUE;CAP;CDI;208580.0;6952.666666666668;25.0;2013;0
16016;4049;48.0;56.0;100.0;285000.0;32.77;18;48.0;93211.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;191789.0;6392.966666666666;57.5;2013;0
6607;2931;118.0;42.0;250.0;243000.0;32.89;24;118.0;80096.0;0;OUI;CONCUBINE;CONNUE;CAP_Rechargeable;CDI;162904.0;5430.133333333333;44.0;2014;0
13007;3058;54.0;28.0;128.0;250000.0;32.66;36;59.0;81564.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;168436.0;5614.533333333334;31.0;2014;0
12821;3818;24.0;25.0;46.0;261916.2;30.65;60;26.0;79636.0;0;NON;CELIBATAIRE;FONCTIONNAIRE;CAP;CDI;182280.2;6076.006666666667;30.0;2013;0
17953;1134;18.0;38.0;128.0;161700.0;30.0;24;18.0;48619.0;0;NON;MARIE;CONNUE;CAP;CDI;113081.0;3769.366666666667;40.0;2014;0
15141;4580;21.0;28.0;50.0;328846.8;32.89;48;22.0;107693.0;0;NON;CELIBATAIRE;FONCTIONNAIRE;CAP;CDI;221153.8;7371.793333333332;32.0;2013;0
6097;6596;71.0;36.0;125.0;2150000.0;31.96;12;71.0;691174.0;0;NON;MARIE;CONNUE;CAP;CDI;1458826.0;48627.53333333333;37.0;2014;0
5495;2883;59.0;36.0;114.0;200000.0;30.8;36;59.0;61525.0;0;OUI;CELIBATAIRE;CONNUE;CAP2;CDI;138475.0;4615.833333333333;39.0;2013;0
5890;730;38.0;41.0;72.0;130000.0;32.57;36;38.0;42298.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;87702.0;2923.4;44.0;2013;0
10470;6507;24.0;39.0;15.0;1664000.0;28.71;24;24.0;478882.0;0;NON;MARIE;RENSEIGNER;CAP_Rechargeable;CDI;1185118.0;39503.93333333333;41.0;2014;0
4789;1246;26.0;26.0;38.0;150000.0;32.45;32;27.0;48680.0;0;NON;MARIE;CONNUE;CAP;CDI;101320.0;3377.333333333333;28.66666666666667;2013;0
8401;5278;37.0;49.0;53.0;399000.0;30.7;60;40.0;121590.0;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDI;277410.0;9247.0;54.0;2013;0
5927;4093;24.0;29.0;35.0;289600.0;32.99;24;25.0;95776.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;193824.0;6460.8;31.0;2013;0
9396;2444;42.0;29.0;55.0;182060.56;33.0;36;42.0;60013.0;0;NON;CELIBATAIRE;CONNUE;CAP;CDI;122047.56;4068.252;32.0;2013;0
6724;5539;54.0;31.0;16.0;600000.0;32.96;48;56.0;194018.0;0;OUI;MARIE;FAVORISER;CAP_Rechargeable;CDI;405982.0;13532.733333333335;35.0;2014;0
5699;1771;25.0;36.0;47.0;187366.0;32.75;24;26.0;61499.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;125867.0;4195.566666666667;38.0;2014;0
5191;7195;233.0;63.0;235.0;1619734.0;32.81;24;373.0;148327.0;0;OUI;MARIE;FONCTIONNAIRE;CAP2;CDI;1471407.0;49046.9;65.0;2013;0
1219;5650;24.0;48.0;111.0;454920.0;22.69;48;24.0;102813.0;0;NON;MARIE;FAVORISER;CAP;CDI;352107.0;11736.9;52.0;2013;0
5265;7219;75.0;31.0;82.0;1700000.0;23.67;24;104.0;403269.0;0;NON;MARIE;FAVORISER;CAP_Rechargeable;CDI;1296731.0;43224.36666666667;33.0;2013;0
2501;2573;93.0;36.0;133.0;350917.6;32.602927809776;60;102.0;115565.06242404;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;235352.53757596;7845.084585865333;41.0;2017;0
2475;2546;29.0;33.0;75.0;315429.8;32.643862634354;60;37.0;104008.55618163;0;OUI;MARIE;FONCTIONNAIRE;CAP;CDI;211421.24381837;7047.374793945666;38.0;2017;0
5272;6856;16.0;29.0;51.0;97000.0;25.25;24;17.0;2449250.0;1;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;-2352250.0;-78408.33333333331;31.0;2011;0
865;889;63.0;42.0;122.0;303629.0;32.932897026641996;60;106.0;101003.86455861;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;202625.13544139;6754.1711813796655;47.0;2017;0
227;232;2.0;43.0;25.0;172474.0;32.652098296792005;36;11.0;56885.232339805996;0;OUI;MARIE;CONNUE;CAP;CDI;115588.767660194;3852.9589220064668;46.0;2017;0
18271;557;22.0;30.0;31.0;140000.0;32.0;24;28.0;44892.0;0;OUI;MARIE;CONNUE;CAP;CDI;95108.0;3170.266666666667;32.0;2014;0
2471;2542;21.0;50.0;44.0;220000.0;32.960557763774;60;29.0;73245.683919499;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;146754.31608050098;4891.8105360167;55.0;2017;0
14195;1434;11.0;39.0;168.0;175000.0;32.98;24;12.0;57847.0;0;OUI;MARIE;CONNUE;CAP;CDI;117153.0;3905.1;41.0;2014;0
17882;1278;18.0;32.0;38.0;168700.0;32.79;24;19.0;55449.0;0;OUI;CONCUBINE;FAVORISER;CAP;CDI;113251.0;3775.0333333333333;34.0;2014;0
12709;4907;30.0;54.0;346.0;450000.0;16.44;24;51.0;74163.0;0;OUI;MARIE;FAVORISER;CAP;CDI;375837.0;12527.9;56.0;2014;0
16823;331;21.0;29.0;81.0;115000.0;32.26;36;21.0;37056.0;0;NON;MARIE;CONNUE;CAP;CDI;77944.0;2598.133333333333;32.0;2013;0
12866;5758;35.0;33.0;23.0;680400.0;15.52;24;35.0;105858.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;574542.0;19151.4;35.0;2014;0
3263;3932;51.0;30.0;51.0;330251.0;32.86;60;51.0;24318.0;0;OUI;MARIE;FAVORISER;CAP2;CDI;305933.0;10197.766666666666;35.0;2014;0
2202;4192;54.0;30.0;38.0;350000.0;26.02;48;96.0;90689.0;0;OUI;MARIE;CONNUE;CAP_Rechargeable;CDI;259311.0;8643.7;34.0;2014;0
12839;6819;30.0;32.0;43.0;950000.0;32.97;24;31.0;313958.0;0;OUI;MARIE;FAVORISER;CAP;CDI;636042.0;21201.4;34.0;2013;0
8164;7051;352.0;57.0;351.0;1260045.0;27.4;24;353.0;346096.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDI;913949.0;30464.96666666667;59.0;2013;0
16688;7156;115.0;54.0;176.0;1522199.0;32.99;24;118.0;58342.0;0;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;1463857.0;48795.23333333333;56.0;2013;0
4321;1382;32.0;33.0;44.0;172400.0;32.96;24;32.0;56962.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;115438.0;3847.933333333333;35.0;2014;0
15130;1460;35.0;28.0;48.0;176467.0;32.77;24;35.0;57970.0;0;NON;CELIBATAIRE;CONNUE;CAP_Rechargeable;CDI;118497.0;3949.9;30.0;2014;0
10720;4912;54.0;43.0;182.0;351245.0;32.42;48;58.0;113361.0;1;OUI;MARIE;FONCTIONNAIRE;CAP_Rechargeable;CDI;237884.0;7929.466666666666;47.0;2013;0
6173;6888;78.0;30.0;86.0;1015000.0;20.63;48;81.0;205625.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;809375.0;26979.16666666667;34.0;2013;0
14501;4889;53.0;31.0;87.0;447800.0;30.69;12;85.0;138235.0;0;NON;MARIE;RENSEIGNER;CAP;CDI;309565.0;10318.833333333334;32.0;2014;0
8036;9;63.0;36.0;130.0;96423.0;32.97;18;64.0;31918.0;1;NON;MARIE;RENSEIGNER;CAP;CDI;64505.0;2150.1666666666665;37.5;2013;0
148;6584;19.0;48.0;304.0;2000000.0;19.73;24;83.0;395538.0;0;OUI;CONCUBINE;FONCTIONNAIRE;CAP;CDI;1604462.0;53482.06666666666;50.0;2014;0
7523;2285;25.0;33.0;50.0;205766.0;32.99;24;25.0;68052.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;137714.0;4590.466666666666;35.0;2014;0
15285;3423;42.0;42.0;183.0;234038.45;32.94;36;42.0;77005.0;0;NON;MARIE;CONNUE;CAP_Rechargeable;CDI;157033.45;5234.448333333334;45.0;2013;0
2457;2528;17.0;43.0;35.0;310372.2;17.156735559184998;12;25.0;53787.61374063201;0;NON;MARIE;FONCTIONNAIRE;CAP;CDD;256584.58625936802;8552.819541978934;44.0;2017;0
5945;3702;24.0;35.0;33.0;252392.8;31.91;13;26.0;80978.0;0;NON;MARIE;FONCTIONNAIRE;CAP;CDD;171414.8;5713.826666666666;36.083333333333336;2013;0
3091;3567;31.0;36.0;48.0;299000.0;32.77;60;44.0;97272.0;0;OUI;CONCUBINE;FAVORISER;CAP_Rechargeable;CDI;201728.0;6724.266666666666;41.0;2014;0
