"taux_endettement_cleaned";"anciennete_emploi_cleaned";"age_cleaned";"anciennete_bni_cleaned";"duree_pret_cleaned";"year";"salaire_mensuel_cleaned";"nb_salaires_cleaned";"statut_marita_cleaned_UNIQUEVAL";"nature_CAP_cleaned_UNIQUEVAL";"type_contrat_cleaned";"mensualite_cleaned";"code_DTX_cleaned_UNIQUEVAL";"categorie_employeur_cleaned_UNIQUEVAL";"scorePred"
32,77;68;52;5;24;2011;184593;2;"marie";"cap";"cdi";60491,1261;0;"entreprise_privée_à_renseigner";91,38
32,87;196;40;85;36;2012;166552;57;"marie";"cap_rechargeable";"cdi";54745,6424;0;"entreprise_privée_connue";96,87
32,79;5;38;5;24;2012;102000;4;"celibataire";"cap";"cdi";33445,8;0;"entreprise_privée_connue";69,4
31,56;256;51;42;60;2011;269675,4;25;"marie";"cap";"cdi";85109,55624;0;"fonctionnaire";97,68
32,93;11;27;8;29;2012;410598;7;"marie";"cap";"cdi";135209,9214;0;"entreprise_privée_à_favoriser";91,27
17,6;70;37;59;24;2014;7e+05;59;"marie";"cap";"cdi";123200;0;"entreprise_privée_connue";95,87
32,96;166;52;40;48;2014;341151,4;37;"marie";"cap_rechargeable";"cdi";112443,50144;0;"fonctionnaire";97,03
30,15;234;46;27;24;2013;149700;27;"marie";"cap";"cdi";45134,55;0;"entreprise_privée_connue";90,32
32,9;7;38;5;36;2011;4e+05;4;"marie";"cap";"cdi";131600;0;"entreprise_privée_connue";81,09
32,94;30;39;24;19;2012;471278,8;17;"concubinage";"cap";"cdd";155239,23672;0;"fonctionnaire";96,97
32,92;24;29;32;48;2014;5e+05;32;"marie";"cap_rechargeable";"cdi";164600;0;"entreprise_privée_connue";90,74
32,79;182;42;94;60;2013;374303,2;89;"concubinage";"cap_2";"cdi";122734,01928;0;"fonctionnaire";95,05
29,58;24;33;105;24;2014;850000;24;"marie";"cap";"cdi";251430;0;"entreprise_privée_connue";94,93
23,44;203;52;19;60;2012;522536;16;"marie";"cap";"cdi";122482,4384;0;"fonctionnaire";96,65
32,6;31;28;69;24;2013;227000;30;"concubinage";"cap";"cdi";74002;0;"entreprise_privée_connue";92,31
32,91168098752;31;36;19;48;2017;160000;11;"marie";"cap_rechargeable";"cdi";52658,689580032;0;"entreprise_privée_connue";85,16
32,82;4;52;3;48;2012;4e+05;3;"marie";"cap";"cdi";131280;0;"entreprise_privée_connue";82,48
33;102;39;57;24;2013;967750;56;"marie";"cap_rechargeable";"cdi";319357,5;0;"entreprise_privée_connue";94,09
32,64;137;43;66;36;2011;184800;66;"celibataire";"cap";"cdi";60318,72;0;"entreprise_privée_connue";92,57
24,19;163;51;37;12;2011;226217,2;25;"concubinage";"cap";"cdi";54721,94068;0;"fonctionnaire";96,31
32,75;74;32;6;12;2011;146000;5;"marie";"cap";"cdi";47815;0;"entreprise_privée_à_renseigner";92,66
32,97;20;37;32;12;2014;1048968;15;"marie";"cap";"cdi";345844,7496;0;"entreprise_privée_connue";94,5
32,94;29;21;29;24;2014;164000;29;"marie";"cap";"cdi";54021,6;0;"entreprise_privée_connue";81,95
32,87;112;33;71;36;2014;203713;66;"marie";"cap";"cdi";66960,4631;0;"entreprise_privée_à_renseigner";94,63
32,69;14;40;10;25;2012;1e+05;9;"concubinage";"cap";"cdi";32690;0;"entreprise_privée_à_renseigner";86,73
32,82;31;49;37;24;2014;128700;37;"marie";"cap_rechargeable";"cdi";42239,34;0;"entreprise_privée_connue";82,68
32,83;71;31;55;48;2013;310000;55;"celibataire";"cap_rechargeable";"cdi";101773;0;"entreprise_privée_connue";90,61
32,93;78;35;36;24;2012;259637;34;"concubinage";"cap";"cdi";85498,4641;0;"entreprise_privée_à_renseigner";95,95
32,9;32;31;27;24;2014;150000;26;"concubinage";"cap";"cdi";49350;1;"entreprise_privée_connue";81,76
32,69;47;33;29;24;2013;140000;29;"marie";"cap";"cdi";45766;0;"entreprise_privée_connue";81,7
32,83;110;48;7;36;2012;140000;3;"veuf(ve)";"cap";"cdi";45962;1;"entreprise_privée_connue";83,72
32,999045721373;110;42;93;36;2017;380000;89;"marie";"cap_rechargeable";"cdi";125396,373741217;0;"entreprise_privée_à_renseigner";90,55
32,5;22;21;37;24;2014;147000;37;"marie";"cap";"cdi";47775;0;"entreprise_privée_connue";86,87
32,789464129024;133;39;76;60;2017;387302,6;63;"celibataire";"cap_rechargeable";"cdi";126994,447097777;0;"fonctionnaire";97,03
32,148619105523;12;25;8;16;2017;344000;0;"marie";"cap";"cdd";110591,249722999;0;"fonctionnaire";96,73
32,85;58;48;46;24;2012;90706,84;46;"marie";"cap";"cdi";29797,19694;0;"entreprise_privée_à_renseigner";79,7
24,83;376;51;370;24;2014;6e+05;370;"divorce";"cap_rechargeable";"cdi";148980;0;"entreprise_privée_connue";98,76
32,96;182;45;90;60;2014;353000;86;"marie";"cap_rechargeable";"cdi";116348,8;0;"fonctionnaire";94,32
32,46;21;20;9;24;2014;131962;9;"marie";"cap";"cdi";42834,8652;0;"entreprise_privée_connue";70,96
32,69;128;33;27;12;2013;171976;25;"marie";"cap";"cdi";56218,9544;0;"fonctionnaire";86,44
32,85;85;42;61;24;2014;179091;61;"marie";"cap_rechargeable";"cdi";58831,3935;0;"entreprise_privée_connue";91,19
32,86;86;36;52;36;2013;201000;51;"celibataire";"cap_rechargeable";"cdi";66048,6;0;"entreprise_privée_connue";89,52
32,56;136;44;43;36;2013;169013;43;"marie";"cap_rechargeable";"cdi";55030,6328;0;"entreprise_privée_connue";91,69
32,92;141;49;3;24;2012;139007,12;3;"marie";"cap";"cdi";45761,143904;0;"entreprise_privée_à_renseigner";93,23
32,97;65;35;54;36;2012;1037803,2;54;"marie";"cap";"cdi";342163,71504;1;"entreprise_privée_connue";95,31
32,718392850895;200;45;145;60;2017;1141146,6;29;"marie";"cap_rechargeable";"cdi";373364,827592631;0;"fonctionnaire";99,54
29,92;42;34;14;29;2014;3e+05;14;"marie";"cap";"cdi";89760;0;"entreprise_privée_connue";92,09
32,92;200;50;21;36;2014;310000;20;"marie";"cap";"cdi";102052;0;"entreprise_privée_connue";94,14
32,86;186;48;43;36;2014;167400;43;"marie";"cap_rechargeable";"cdi";55007,64;0;"entreprise_privée_connue";92,99
32,6;27;26;12;24;2014;162000;12;"celibataire";"cap";"cdi";52812;0;"entreprise_privée_à_renseigner";91,26
32,75;15;43;9;60;2011;202000;7;"concubinage";"cap_rechargeable";"cdi";66155;0;"fonctionnaire";94,68
29,35;344;54;65;60;2012;333897,6;62;"veuf(ve)";"cap_rechargeable";"cdi";97998,9456;0;"fonctionnaire";97,37
32,09;15;23;3;21;2012;245000;3;"celibataire";"cap";"cdi";78620,5;1;"entreprise_privée_à_renseigner";86,3
32,99;25;32;2;36;2012;296000;2;"marie";"cap";"cdi";97650,4;0;"entreprise_privée_connue";81,33
32,530296186035;23;29;11;12;2017;253462,44;2;"concubinage";"cap";"cdd";82452,0824523513;0;"entreprise_privée_connue";83,89
29,12;35;42;33;57;2012;407850;31;"marie";"cap_rechargeable";"cdi";118765,92;0;"fonctionnaire";96,75
32,64;344;53;7;33;2011;244758,6;4;"celibataire";"cap";"cdi";79889,20704;0;"fonctionnaire";97,4
32,93;183;45;67;24;2012;113000;67;"marie";"cap";"cdi";37210,9;0;"entreprise_privée_à_renseigner";93,33
32,69;27;31;3;24;2012;1e+05;3;"marie";"cap";"cdi";32690;0;"entreprise_privée_à_renseigner";89,56
32,79;123;52;92;60;2013;384728,6;78;"marie";"cap_2";"cdi";126152,50794;0;"fonctionnaire";94,61
32,51;35;31;62;30;2014;407670;61;"concubinage";"cap";"cdi";132533,517;0;"entreprise_privée_connue";91,22
32,92;108;44;62;24;2014;215383;54;"marie";"cap";"cdi";70904,0836;0;"entreprise_privée_à_renseigner";94,56
32,65;13;26;2;24;2012;104726;2;"celibataire";"cap";"cdi";34193,039;0;"entreprise_privée_connue";73,71
20,44;27;39;27;22;2012;259670;16;"marie";"cap";"cdd";53076,548;0;"fonctionnaire";96,78
32,69;52;47;50;24;2014;2e+05;50;"marie";"cap";"cdi";65380;0;"entreprise_privée_à_favoriser";90,86
29,93;31;50;18;36;2011;271000;17;"marie";"cap";"cdi";81110,3;0;"entreprise_privée_connue";91,38
31,369630592184;14;29;11;12;2017;572678,4;0;"celibataire";"cap";"cdd";179647,09856123;0;"fonctionnaire";96,18
32,84;32;29;14;24;2014;107200;13;"concubinage";"cap";"cdi";35204,48;0;"entreprise_privée_à_renseigner";88,98
32,45;206;54;28;24;2011;156529;28;"marie";"cap";"cdi";50793,6605;0;"entreprise_privée_à_favoriser";94,02
29,51;17;55;58;48;2011;5400000;25;"marie";"cap";"cdi";1593540;0;"entreprise_privée_connue";94,23
32,79;70;34;64;60;2011;356000;25;"concubinage";"cap_rechargeable";"cdi";116732,4;0;"fonctionnaire";97,32
32,46;39;30;31;32;2014;320990;29;"concubinage";"cap_rechargeable";"cdi";104193,354;0;"fonctionnaire";96,02
32,96;42;32;42;36;2014;215000;19;"celibataire";"cap";"cdi";70864;1;"entreprise_privée_connue";85,76
32,962704972156;205;54;123;60;2017;649000;63;"marie";"cap_rechargeable";"cdi";213927,955269292;0;"fonctionnaire";98,47
32,07;62;30;29;36;2013;79000;29;"marie";"cap";"cdi";25335,3;0;"entreprise_privée_connue";88,08
32,77;10;27;7;24;2012;155000;5;"marie";"cap";"cdi";50793,5;0;"entreprise_privée_connue";70,17
32,21;31;40;26;14;2014;195800;24;"concubinage";"cap";"cdi";63067,18;0;"entreprise_privée_connue";85,38
32,99;147;34;47;24;2014;278600;47;"marie";"cap_rechargeable";"cdi";91910,14;0;"entreprise_privée_connue";95,23
32,97;88;38;85;60;2012;202074,2;57;"marie";"cap_rechargeable";"cdi";66623,86374;0;"fonctionnaire";96,81
26,38;305;55;72;36;2011;1199402,8;25;"marie";"cap";"cdi";316402,45864;0;"fonctionnaire";98,67
32,88;70;40;122;6;2013;1347035;122;"marie";"cap";"cdi";442905,108;0;"entreprise_privée_à_favoriser";98,03
32,73;31;32;69;24;2013;369200;30;"concubinage";"cap";"cdi";120839,16;0;"entreprise_privée_connue";93,85
32,94403569766;11;21;8;24;2017;237900;2;"celibataire";"cap";"cdi";78373,8609247331;0;"entreprise_privée_connue";78,01
15,444759078764;73;35;50;31;2017;498971;40;"celibataire";"cap_rechargeable";"cdi";77064,8688228995;0;"entreprise_privée_connue";95,89
29,97;82;42;26;36;2014;155000;26;"marie";"cap_rechargeable";"cdi";46453,5;0;"entreprise_privée_connue";88,66
32,69;184;39;43;24;2013;120000;43;"concubinage";"cap";"cdi";39228;0;"entreprise_privée_connue";91,27
32,42;12;41;3;36;2012;480000;2;"marie";"cap";"cdi";155616;0;"entreprise_privée_connue";78,84
32,91;58;37;12;36;2014;161500;11;"marie";"cap";"cdi";53149,65;0;"entreprise_privée_connue";89,05
32,85;32;28;52;24;2012;271000;2;"marie";"cap";"cdi";89023,5;0;"entreprise_privée_à_favoriser";93,05
32,95;24;25;2;36;2012;177380;2;"celibataire";"cap";"cdi";58446,71;0;"entreprise_privée_connue";72,15
32,25;416;55;91;48;2013;348910,8;85;"marie";"cap_rechargeable";"cdi";112523,733;0;"fonctionnaire";92,73
32,92;56;43;39;48;2011;458524,46;39;"marie";"cap_rechargeable";"cdi";150946,252232;0;"entreprise_privée_connue";94,17
32,82;22;25;12;24;2014;133000;11;"marie";"cap";"cdi";43650,6;0;"entreprise_privée_connue";86,95
28,12;44;32;98;19;2013;4e+05;98;"marie";"cap";"cdi";112480;0;"entreprise_privée_à_renseigner";96,86
32,98;339;57;49;60;2011;250000;25;"marie";"cap_rechargeable";"cdi";82450;0;"fonctionnaire";97,41
32,45;133;28;44;36;2013;200650,5;44;"marie";"cap_rechargeable";"cdi";65111,08725;0;"entreprise_privée_connue";90,13
32,82;51;30;42;60;2012;345188;41;"marie";"cap_rechargeable";"cdi";113290,7016;0;"fonctionnaire";96,99
32,88;55;28;44;60;2014;495417,4;39;"concubinage";"cap_rechargeable";"cdi";162893,24112;0;"fonctionnaire";97
32,9;73;41;48;48;2011;230000;25;"marie";"cap_rechargeable";"cdi";75670;0;"entreprise_privée_connue";92,48
32,8;383;56;68;60;2012;395810,8;65;"marie";"cap_rechargeable";"cdi";129825,9424;0;"fonctionnaire";97,02
32,85;57;27;30;36;2013;195000;30;"marie";"cap_rechargeable";"cdi";64057,5;0;"entreprise_privée_connue";87,77
32,89;47;38;31;24;2013;185000;31;"marie";"cap";"cdd";60846,5;0;"entreprise_privée_à_renseigner";90,03
24,78;27;36;27;36;2013;436000;27;"marie";"cap";"cdi";108040,8;0;"entreprise_privée_à_favoriser";93,92
32,83;79;42;4;60;2012;253715,1;4;"marie";"cap";"cdi";83294,66733;0;"entreprise_privée_à_favoriser";94,44
31,6;39;21;33;48;2013;140000;33;"celibataire";"cap_rechargeable";"cdi";44240;0;"entreprise_privée_à_favoriser";87,25
30,44;29;29;35;24;2014;793000;34;"marie";"cap_rechargeable";"cdi";241389,2;0;"entreprise_privée_à_renseigner";96,03
32,88;72;29;48;18;2013;185000;48;"marie";"cap_rechargeable";"cdi";60828;1;"entreprise_privée_à_renseigner";90,76
32,22;29;22;21;24;2013;320000;20;"celibataire";"cap_rechargeable";"cdi";103104;0;"entreprise_privée_connue";90,53
32,21;15;38;8;48;2011;193573,2;1;"marie";"cap";"cdi";62349,92772;0;"fonctionnaire";92,27
32,81;64;39;35;18;2013;2e+05;35;"marie";"cap_rechargeable";"cdi";65620;0;"entreprise_privée_à_renseigner";91,46
32,37;67;35;5;24;2011;102000;5;"veuf(ve)";"cap";"cdi";33017,4;0;"entreprise_privée_connue";88,43
32,76;31;36;28;24;2014;316200;26;"marie";"cap";"cdi";103587,12;0;"entreprise_privée_connue";88,82
32,98;55;29;14;60;2014;377352;12;"concubinage";"cap";"cdi";124450,6896;0;"fonctionnaire";97,23
33;153;54;81;46;2012;460000;81;"marie";"cap_rechargeable";"cdi";151800;0;"entreprise_privée_connue";95,1
32,88;157;50;3;24;2012;130000;2;"marie";"cap";"cdi";42744;0;"entreprise_privée_à_renseigner";89,91
32,53;106;32;2;48;2012;210000;1;"marie";"cap";"cdi";68313;1;"fonctionnaire";91,96
32,92;244;50;27;36;2014;151000;26;"marie";"cap_rechargeable";"cdi";49709,2;0;"entreprise_privée_connue";88,82
32,688610997516;50;34;85;24;2017;1e+06;43;"marie";"cap";"cdi";326886,10997516;0;"entreprise_privée_à_renseigner";98,48
32,344792286356;101;36;80;48;2017;3e+05;73;"concubinage";"cap_rechargeable";"cdi";97034,376859068;0;"entreprise_privée_connue";95,94
32,54895104944;89;32;38;36;2017;170000;31;"marie";"cap";"cdi";55333,216784048;0;"entreprise_privée_connue";91,91
32,16;125;35;26;24;2013;164210;25;"marie";"cap_rechargeable";"cdi";52809,936;0;"entreprise_privée_à_renseigner";92,61
32,53;54;35;53;24;2014;216450,9;52;"marie";"cap";"cdi";70411,47777;0;"entreprise_privée_connue";88,4
32,99;44;38;27;31;2013;6e+05;27;"marie";"cap";"cdi";197940;0;"entreprise_privée_à_favoriser";93,2
32,78;162;42;26;24;2014;265430;26;"concubinage";"cap_rechargeable";"cdi";87007,954;0;"entreprise_privée_connue";93,68
32,89;8;39;5;24;2011;104205,5;3;"concubinage";"cap";"cdi";34273,18895;0;"entreprise_privée_à_renseigner";80,84
32,93;8;25;4;17;2011;445000;1;"celibataire";"cap";"cdd";146538,5;0;"entreprise_privée_connue";73,11
32,59;27;42;5;24;2011;137873;4;"marie";"cap";"cdi";44932,8107;1;"entreprise_privée_à_favoriser";83,33
21,3;88;38;112;36;2014;991485,68;66;"marie";"cap_rechargeable";"cdi";211186,44984;0;"entreprise_privée_connue";98,55
32,24;144;32;10;24;2014;131600;9;"celibataire";"cap";"cdi";42427,84;0;"entreprise_privée_connue";88,84
32,39;58;34;48;24;2012;198000;48;"marie";"cap";"cdi";64132,2;0;"entreprise_privée_connue";88,25
32,72;38;31;2;24;2011;118000;1;"marie";"cap";"cdi";38609,6;1;"entreprise_privée_à_renseigner";84,25
31,262034319774;35;24;27;60;2017;358649,8;20;"celibataire";"cap";"cdi";112121,223563801;0;"fonctionnaire";97,17
29,92;47;28;29;48;2012;140000;29;"marie";"cap_rechargeable";"cdi";41888;0;"entreprise_privée_connue";83,07
32,37;71;35;57;36;2013;271841;51;"celibataire";"cap_rechargeable";"cdi";87994,9317;0;"entreprise_privée_à_renseigner";91,37
32,99;23;38;38;24;2014;287354;38;"concubinage";"cap";"cdi";94798,0846;0;"entreprise_privée_à_renseigner";94,48
32,957808671048;49;32;49;24;2017;380000;41;"marie";"cap_rechargeable";"cdi";125239,672949982;0;"entreprise_privée_connue";93,7
32,93;67;26;62;24;2013;206195;62;"celibataire";"cap";"cdi";67900,0135;0;"entreprise_privée_à_renseigner";86,74
29,808107036859;32;27;31;24;2017;259000;22;"celibataire";"cap";"cdi";77202,9972254648;0;"entreprise_privée_connue";88,33
23,44;168;53;69;36;2011;3e+05;25;"marie";"cap";"cdi";70320;0;"entreprise_privée_connue";95,67
27,66;75;38;41;24;2014;2e+05;41;"marie";"cap";"cdi";55320;0;"entreprise_privée_connue";92,42
32,89;104;50;40;48;2014;2e+05;40;"celibataire";"cap_rechargeable";"cdi";65780;0;"entreprise_privée_à_favoriser";93,08
32,7;43;31;2;25;2012;136878;2;"marie";"cap";"cdi";44759,106;0;"entreprise_privée_connue";74,84
32,45;231;56;54;48;2012;3e+05;51;"concubinage";"cap_rechargeable";"cdi";97350;0;"entreprise_privée_à_favoriser";94,9
33;47;29;112;24;2014;613878,77;35;"marie";"cap_rechargeable";"cdi";202579,9941;0;"entreprise_privée_connue";96,94
32,56;192;52;3;36;2012;339000;2;"marie";"cap";"cdi";110378,4;0;"entreprise_privée_connue";92,77
32,91;77;37;2;48;2011;161612;1;"marie";"cap";"cdi";53186,5092;0;"fonctionnaire";90,48
32,89;24;35;22;24;2014;1050000;19;"marie";"cap";"cdi";345345;0;"fonctionnaire";97,69
33;83;34;51;24;2014;161210;50;"marie";"cap_rechargeable";"cdi";53199,3;0;"entreprise_privée_connue";80,87
32,95;208;40;4;36;2011;132000;4;"marie";"cap";"cdi";43494;0;"entreprise_privée_connue";92,12
32,97;27;35;86;24;2014;410000;54;"marie";"cap";"cdi";135177;0;"entreprise_privée_à_renseigner";97,14
32,86;40;34;2;24;2011;303000;2;"marie";"cap";"cdi";99565,8;0;"entreprise_privée_à_renseigner";92,06
23,96;166;47;27;60;2013;327226;26;"celibataire";"cap";"cdi";78403,3496;0;"fonctionnaire";96,82
32,59;47;44;45;28;2014;952318;44;"marie";"cap";"cdi";310360,4362;0;"entreprise_privée_à_favoriser";97,43
32,368261670892;15;28;45;48;2017;327000;0;"marie";"cap";"cdi";105844,215663817;0;"entreprise_privée_connue";86,29
31,76;132;55;20;54;2014;537298;16;"marie";"cap";"cdi";170645,8448;0;"fonctionnaire";96,02
32,7;47;36;9;36;2012;166000;8;"marie";"cap";"cdi";54282;0;"entreprise_privée_connue";85,64
32,85;51;32;8;24;2014;145000;7;"concubinage";"cap";"cdi";47632,5;0;"entreprise_privée_connue";79,32
32,69;27;26;6;24;2012;2e+05;5;"celibataire";"cap";"cdi";65380;0;"entreprise_privée_connue";79,84
32,903992481366;72;52;15;26;2017;346750;3;"celibataire";"cap";"cdi";114094,593929137;0;"fonctionnaire";97,25
32,87;58;31;37;36;2014;120000;37;"marie";"cap_rechargeable";"cdi";39444;0;"entreprise_privée_connue";90,85
32,99;85;44;42;60;2013;340000;41;"marie";"cap_rechargeable";"cdi";112166;0;"fonctionnaire";97,36
23,16;11;29;11;60;2011;525000;13;"marie";"cap_rechargeable";"cdi";121590;0;"entreprise_privée_à_favoriser";92,71
32,992654089136;129;54;55;48;2017;307700;48;"celibataire";"cap_rechargeable";"cdi";101518,396632271;0;"entreprise_privée_connue";92,89
32,98496190436;21;34;16;36;2017;214500;7;"marie";"cap";"cdi";70752,7432848522;0;"entreprise_privée_connue";81,43
32,81;58;31;2;24;2012;173195;1;"marie";"cap";"cdi";56825,2795;0;"entreprise_privée_à_renseigner";85,65
32,5;96;34;29;24;2013;130000;29;"marie";"cap";"cdi";42250;0;"entreprise_privée_connue";84,72
32,499671250289;81;33;27;60;2017;433000;18;"marie";"cap";"cdi";140723,576513751;0;"fonctionnaire";96,36
31,33;78;48;53;48;2011;133150;53;"marie";"cap_rechargeable";"cdi";41715,895;0;"entreprise_privée_connue";85,89
32,678496065925;67;27;49;36;2017;175000;40;"marie";"cap_rechargeable";"cdi";57187,3681153688;1;"entreprise_privée_connue";87,66
32,61;49;40;43;24;2013;339320;54;"marie";"cap_rechargeable";"cdi";110652,252;0;"entreprise_privée_connue";93,95
32,354598610101;23;51;10;60;2017;289961;1;"marie";"cap";"cdi";93815,717675835;0;"fonctionnaire";96,75
32,970624853824;136;32;70;24;2017;131176;29;"marie";"cap";"cdi";43249,5468582522;0;"entreprise_privée_à_renseigner";92,73
32,81;96;48;33;24;2012;68624,5;32;"marie";"cap";"cdi";22515,69845;0;"entreprise_privée_connue";91,66
19,7;35;29;29;24;2013;353964;27;"marie";"cap_rechargeable";"cdi";69730,908;0;"entreprise_privée_à_renseigner";95,15
32,48;36;26;26;24;2014;240000;25;"marie";"cap";"cdi";77952;1;"entreprise_privée_à_renseigner";94,01
32,89;26;33;22;36;2011;2e+05;21;"marie";"cap_rechargeable";"cdi";65780;0;"entreprise_privée_à_renseigner";90,71
32,85;158;43;20;24;2012;150000;19;"marie";"cap_rechargeable";"cdi";49275;0;"entreprise_privée_connue";91,83
32,84;190;56;25;36;2011;128000;24;"marie";"cap_rechargeable";"cdi";42035,2;0;"entreprise_privée_connue";87,51
32,99;115;43;95;60;2013;330242,1;90;"concubinage";"cap_rechargeable";"cdi";108946,86879;0;"entreprise_privée_à_favoriser";93,9
32,97;377;62;68;13;2011;207063,8;25;"celibataire";"cap";"cdi";68268,93486;0;"fonctionnaire";94,9
32,66;41;32;11;24;2014;385000;11;"marie";"cap";"cdi";125741;0;"entreprise_privée_connue";87,49
32,33;84;33;108;33;2013;260000;90;"marie";"cap_rechargeable";"cdi";84058;0;"entreprise_privée_à_favoriser";97,16
32,74;82;35;21;60;2014;343219,6;19;"celibataire";"cap";"cdi";112370,09704;0;"fonctionnaire";95,47
32,98;22;25;2;25;2012;115889;2;"celibataire";"cap";"cdi";38220,1922;0;"entreprise_privée_connue";77,58
32,57;24;27;2;24;2012;105000;2;"marie";"cap";"cdi";34198,5;0;"entreprise_privée_connue";75,77
32,97;398;56;1;48;2012;379871,85;1;"marie";"cap";"cdi";125243,748945;0;"fonctionnaire";96,44
23,64;30;26;30;12;2013;310000;29;"celibataire";"cap";"cdi";73284;0;"entreprise_privée_à_renseigner";93,4
32,81;55;28;49;60;2014;519000;42;"marie";"cap_2";"cdi";170283,9;0;"fonctionnaire";96,59
26,93;354;54;248;60;2014;591260,8;258;"marie";"cap_rechargeable";"cdi";159226,53344;0;"fonctionnaire";99,5
32,31;82;33;77;36;2012;448000;54;"marie";"cap";"cdi";144748,8;0;"entreprise_privée_à_favoriser";96,34
32,94;188;39;17;24;2014;687000;17;"marie";"cap";"cdi";226297,8;0;"entreprise_privée_à_renseigner";97,45
30,93;91;36;52;36;2014;819000;52;"marie";"cap_rechargeable";"cdi";253316,7;0;"entreprise_privée_connue";96,91
32,93;239;43;30;48;2014;185000;30;"marie";"cap";"cdi";60920,5;0;"entreprise_privée_à_favoriser";94,79
25,7;32;57;326;10;2014;2105078;65;"marie";"cap";"cdd";541005,046;0;"entreprise_privée_connue";98,88
32,9;100;49;27;24;2011;319641;27;"marie";"cap_rechargeable";"cdi";105161,889;0;"entreprise_privée_à_renseigner";95,7
30,39;337;57;48;60;2011;294437;25;"concubinage";"cap_rechargeable";"cdi";89479,4043;0;"fonctionnaire";97,7
31,84;15;26;4;36;2011;128760;3;"concubinage";"cap";"cdi";40997,184;0;"entreprise_privée_à_favoriser";75,51
32,84;31;33;25;24;2014;285400;24;"marie";"cap";"cdi";93725,36;0;"entreprise_privée_connue";90,23
32,94;30;30;12;24;2014;2e+05;12;"celibataire";"cap";"cdi";65880;0;"entreprise_privée_connue";85,47
32,1;53;34;135;30;2013;7e+05;78;"marie";"cap_rechargeable";"cdi";224700;0;"entreprise_privée_connue";98,46
31,73;28;28;3;12;2012;2e+05;2;"marie";"cap";"cdi";63460;1;"entreprise_privée_à_renseigner";84,52
32,9;56;38;4;24;2011;183113,76;1;"marie";"cap";"cdi";60244,42704;0;"entreprise_privée_à_renseigner";86,92
32,5;42;32;22;24;2013;195000;22;"marie";"cap";"cdi";63375;0;"entreprise_privée_à_renseigner";89,73
32,73;46;21;28;24;2013;124476;28;"celibataire";"cap";"cdi";40740,9948;0;"entreprise_privée_connue";73,36
29,75;314;56;27;30;2011;409971;21;"marie";"cap_rechargeable";"cdi";121966,3725;0;"fonctionnaire";97,29
32,933358670085;192;51;64;24;2017;161865;54;"celibataire";"cap";"cdi";53307,5810113331;0;"entreprise_privée_à_renseigner";93,24
32,736244772448;20;35;13;40;2017;775720;2;"marie";"cap";"cdi";253941,597948834;0;"fonctionnaire";98,26
32,87;51;34;39;24;2013;140000;38;"celibataire";"cap_rechargeable";"cdi";46018;0;"entreprise_privée_connue";85,44
32,69;157;53;170;24;2011;877215,8;25;"marie";"cap_rechargeable";"cdi";286761,84502;0;"entreprise_privée_connue";99,01
32,78;67;28;22;24;2011;141000;21;"marie";"cap_rechargeable";"cdi";46219,8;0;"entreprise_privée_à_renseigner";89,89
32,98;29;51;2;36;2011;295402;2;"marie";"cap";"cdi";97423,5796;0;"entreprise_privée_connue";82,71
32,22;60;54;175;23;2011;2998000;25;"marie";"cap";"cdi";965955,6;0;"entreprise_privée_à_renseigner";99,34
9,01;368;56;50;36;2012;328047,6;47;"marie";"cap_2";"cdi";29557,08876;0;"fonctionnaire";96,51
32,77;251;50;51;60;2013;239187;49;"divorce";"cap_rechargeable";"cdi";78381,5799;0;"fonctionnaire";96,64
28,96;140;45;241;24;2013;3500000;241;"marie";"cap";"cdi";1013600;0;"entreprise_privée_à_favoriser";99,42
32,91;231;52;276;36;2014;524074,8;66;"marie";"cap_rechargeable";"cdi";172473,01668;0;"entreprise_privée_à_renseigner";99,29
32,62;10;32;1;24;2012;109476;1;"celibataire";"cap";"cdi";35711,0712;0;"entreprise_privée_connue";54,23
32,790685026958;19;25;9;36;2017;244200;2;"marie";"cap";"cdi";80074,8528358314;0;"entreprise_privée_connue";84,71
32,32;88;60;85;24;2011;436714;25;"marie";"cap";"cdi";141145,9648;0;"entreprise_privée_connue";97,59
32,81;59;46;1;36;2011;98589;1;"marie";"cap";"cdi";32347,0509;0;"entreprise_privée_à_favoriser";85,17
32,94;451;53;36;36;2013;499920;34;"concubinage";"cap_2";"cdi";164673,648;0;"entreprise_privée_connue";96,49
32,79;40;32;2;60;2012;316917,4;1;"celibataire";"cap";"cdi";103917,21546;0;"fonctionnaire";94,78
32,93;97;41;2;24;2012;534504;2;"concubinage";"cap";"cdi";176012,1672;0;"entreprise_privée_connue";92,92
32,52;54;36;26;24;2013;153115;25;"marie";"cap_rechargeable";"cdi";49792,998;0;"entreprise_privée_à_renseigner";90,29
23,51;348;57;94;12;2013;771246,8;93;"marie";"cap";"cdi";181320,12268;0;"fonctionnaire";97,5
29,88;15;49;6;54;2012;263546,4;4;"marie";"cap";"cdi";78747,66432;0;"fonctionnaire";97,43
7,003788128486;33;33;17;22;2017;372409;9;"marie";"cap_2";"cdd";26082,7373314134;0;"fonctionnaire";93,06
26,11;108;37;3;24;2012;192624;3;"marie";"cap";"cdi";50294,1264;0;"entreprise_privée_à_renseigner";92,21
