"taux_endettement_cleaned";"anciennete_emploi_cleaned";"age_cleaned";"anciennete_bni_cleaned";"duree_pret_cleaned";"year";"salaire_mensuel_cleaned";"nb_salaires_cleaned";"statut_marita_cleaned_UNIQUEVAL";"nature_CAP_cleaned_UNIQUEVAL";"type_contrat_cleaned";"mensualite_cleaned";"code_DTX_cleaned_UNIQUEVAL";"categorie_employeur_cleaned_UNIQUEVAL";"scorePred"
32,76;15;36;42;60;2011;344000;41;"divorce";"cap_rechargeable";"cdi";112694,4;0;"fonctionnaire";97,33
32,71;153;42;1;60;2011;453432,4;1;"marie";"cap";"cdi";148317,73804;0;"fonctionnaire";95,15
32,92;83;40;55;24;2014;194000;53;"marie";"cap";"cdi";63864,8;0;"entreprise_privée_connue";90,45
32,58;36;35;20;24;2014;150000;20;"marie";"cap";"cdi";48870;0;"entreprise_privée_connue";86,75
30,83;102;31;53;24;2013;8e+05;53;"marie";"cap";"cdi";246640;0;"entreprise_privée_à_renseigner";97,59
32,99;261;49;15;30;2011;330000;15;"marie";"cap_rechargeable";"cdi";108867;0;"entreprise_privée_à_renseigner";97,01
32,78;92;44;16;48;2011;322650;14;"marie";"cap_rechargeable";"cdi";105764,67;0;"entreprise_privée_connue";94,75
32,49;29;35;24;60;2012;362052,71;24;"celibataire";"cap";"cdi";117630,925479;0;"entreprise_privée_à_favoriser";93,04
32,66;20;29;3;39;2011;113000;2;"celibataire";"cap";"cdi";36905,8;0;"entreprise_privée_connue";71,65
32,87;107;33;57;60;2014;200340;57;"celibataire";"cap_rechargeable";"cdi";65851,758;0;"entreprise_privée_à_favoriser";88,88
32,76;63;38;63;60;2014;531000;54;"marie";"cap_rechargeable";"cdi";173955,6;0;"entreprise_privée_à_favoriser";96,21
32,98;42;33;36;24;2014;501005;36;"marie";"cap";"cdi";165231,449;0;"entreprise_privée_à_favoriser";92,78
32,73;32;44;19;24;2011;90162,94;18;"concubinage";"cap";"cdi";29510,330262;0;"entreprise_privée_à_renseigner";74,87
32,78;55;44;54;24;2014;202500;53;"concubinage";"cap";"cdi";66379,5;0;"entreprise_privée_connue";88,52
32,910084111871;49;49;10;36;2017;313399;1;"marie";"cap";"cdi";103139,874505763;0;"entreprise_privée_à_renseigner";94,89
23,56;31;45;69;24;2013;345400;30;"concubinage";"cap_rechargeable";"cdi";81376,24;0;"entreprise_privée_connue";94,47
31,76;128;43;48;21;2014;884115;48;"marie";"cap_rechargeable";"cdi";280794,924;0;"entreprise_privée_connue";97,29
32,63;93;27;27;24;2013;135630;27;"marie";"cap";"cdi";44256,069;1;"entreprise_privée_connue";88,59
32,97;39;53;22;48;2014;269000;20;"marie";"cap";"cdi";88689,3;0;"entreprise_privée_connue";89,9
32,79;8;58;53;9;2012;600224,31;46;"concubinage";"cap";"cdd";196813,551249;0;"entreprise_privée_connue";90,33
32,9;108;48;108;24;2014;250700;66;"marie";"cap";"cdi";82480,3;0;"entreprise_privée_à_renseigner";97,62
32,95;412;58;119;15;2013;502593,2;78;"marie";"cap_rechargeable";"cdi";165604,4594;0;"fonctionnaire";98,89
32,47;26;34;2;12;2012;395000;2;"marie";"cap";"cdd";128256,5;0;"entreprise_privée_à_renseigner";91,66
31,76;117;42;22;24;2013;160000;21;"veuf(ve)";"cap";"cdi";50816;0;"entreprise_privée_à_renseigner";91,02
31,62;46;24;33;48;2013;270019,8;31;"celibataire";"cap";"cdi";85380,26076;0;"fonctionnaire";95,3
32,17;40;30;32;24;2011;376048;25;"celibataire";"cap";"cdi";120974,6416;0;"entreprise_privée_à_renseigner";91,88
32,75;54;40;6;24;2011;94500;1;"marie";"cap";"cdi";30948,75;0;"entreprise_privée_à_renseigner";90,19
32,93;268;55;255;24;2014;749035,6;54;"celibataire";"cap";"cdi";246657,42308;0;"fonctionnaire";99,51
32,265741191623;46;32;36;48;2017;346566,66;28;"celibataire";"cap_rechargeable";"cdi";111822,301572052;0;"entreprise_privée_connue";92,19
32,84;147;48;4;24;2012;108730;4;"marie";"cap";"cdi";35706,932;0;"entreprise_privée_connue";90,01
32,04;98;40;46;36;2012;181255,6;46;"marie";"cap_rechargeable";"cdi";58074,29424;0;"entreprise_privée_connue";91,81
30,69;54;27;28;48;2013;241142;27;"celibataire";"cap";"cdi";74006,4798;0;"fonctionnaire";95,29
32,94;86;46;27;24;2013;2e+05;27;"concubinage";"cap";"cdi";65880;1;"entreprise_privée_connue";91,37
32,35;52;25;29;48;2013;404799;26;"celibataire";"cap";"cdi";130952,4765;0;"fonctionnaire";96,59
32,49;106;55;74;24;2013;193500;74;"marie";"cap_rechargeable";"cdi";62868,15;0;"entreprise_privée_à_renseigner";92,47
32,990525188199;83;28;60;45;2017;287733,33;43;"concubinage";"cap";"cdi";94924,7367084938;0;"entreprise_privée_connue";94,06
32,94;262;56;56;24;2013;1e+06;23;"marie";"cap";"cdi";329400;0;"entreprise_privée_à_renseigner";97,41
32,53;94;46;81;48;2014;185900;81;"marie";"cap_rechargeable";"cdi";60473,27;0;"entreprise_privée_connue";92,74
32,99558089099;68;29;22;18;2017;256116;15;"celibataire";"cap_rechargeable";"cdi";84506,961954768;0;"entreprise_privée_connue";86,96
32,82;83;41;35;24;2013;280422;35;"marie";"cap_rechargeable";"cdi";92034,5004;0;"entreprise_privée_connue";94,13
23,26;21;41;21;25;2012;1310200;20;"marie";"cap";"cdi";304752,52;0;"entreprise_privée_à_renseigner";96,9
30,87;144;48;67;60;2011;392181,56;66;"concubinage";"cap_rechargeable";"cdi";121066,447572;0;"entreprise_privée_à_favoriser";95,99
32,91;60;59;2;24;2011;150100;1;"marie";"cap";"cdi";49397,91;0;"entreprise_privée_connue";81,72
32,65;54;27;12;24;2014;199000;10;"concubinage";"cap";"cdi";64973,5;0;"entreprise_privée_à_renseigner";94,15
27,9;188;49;86;24;2013;884121,8;57;"marie";"cap_rechargeable";"cdi";246669,9822;0;"fonctionnaire";99,09
31,839785266653;38;40;8;24;2017;550000;0;"marie";"cap";"cdi";175118,818966591;0;"entreprise_privée_connue";83,25
32,98;401;55;300;48;2014;500632,4;66;"marie";"cap";"cdi";165108,56552;0;"fonctionnaire";99,3
32,81;58;30;32;24;2012;128092;31;"marie";"cap_rechargeable";"cdi";42026,9852;0;"entreprise_privée_connue";87,11
32,89;29;40;22;24;2014;133016;22;"marie";"cap";"cdi";43748,9624;1;"entreprise_privée_connue";86,5
32,47;21;28;10;32;2011;341300;9;"celibataire";"cap";"cdi";110820,11;0;"entreprise_privée_connue";85,93
32,189312017532;18;39;14;24;2017;270531;8;"marie";"cap";"cdi";87082,0676941495;0;"entreprise_privée_connue";89,05
32,66;35;28;20;24;2014;110000;20;"marie";"cap";"cdi";35926;0;"entreprise_privée_connue";83,46
32,99;126;34;40;36;2014;201666;40;"marie";"cap";"cdi";66529,6134;0;"entreprise_privée_connue";93,2
32,74;33;44;20;24;2014;180000;20;"celibataire";"cap";"cdi";58932;0;"entreprise_privée_à_renseigner";90,82
32,08;113;54;74;6;2011;440000;74;"marie";"cap";"cdi";141152;0;"entreprise_privée_connue";95,56
18,56;18;35;15;36;2011;340927,5;25;"marie";"cap_rechargeable";"cdi";63276,144;0;"entreprise_privée_connue";90,72
32,862017249515;134;55;117;60;2017;382966;63;"concubinage";"cap_rechargeable";"cdi";125850,352979778;0;"fonctionnaire";98,81
32,69;84;34;26;24;2012;116934;25;"marie";"cap_rechargeable";"cdi";38225,7246;0;"entreprise_privée_connue";88,58
32,07;189;42;28;24;2011;136980,45;25;"marie";"cap_rechargeable";"cdi";43929,630315;0;"entreprise_privée_à_renseigner";91,57
32,97;92;32;51;24;2013;160000;50;"marie";"cap_rechargeable";"cdi";52752;0;"entreprise_privée_connue";89,92
32,86;28;38;3;18;2012;150000;2;"marie";"cap";"cdi";49290;0;"entreprise_privée_à_renseigner";86,53
32,94;107;36;29;24;2014;203820;29;"marie";"cap_rechargeable";"cdi";67138,308;0;"entreprise_privée_à_renseigner";93,44
32,49;133;35;142;36;2013;232947;31;"marie";"cap";"cdi";75684,4803;0;"entreprise_privée_connue";90,19
32,91;104;45;58;36;2014;1e+06;58;"marie";"cap_rechargeable";"cdi";329100;0;"fonctionnaire";97,4
32,67;58;59;103;36;2012;366000;102;"marie";"cap_rechargeable";"cdi";119572,2;0;"entreprise_privée_connue";84,7
32,89;34;40;119;24;2014;246199,6;34;"marie";"cap_rechargeable";"cdi";80975,04844;0;"entreprise_privée_à_renseigner";97,56
32,99;216;51;49;48;2014;2e+05;48;"marie";"cap_rechargeable";"cdi";65980;0;"entreprise_privée_connue";93,44
32,69;52;41;29;24;2013;4e+05;28;"marie";"cap";"cdi";130760;0;"entreprise_privée_à_renseigner";94,97
30,52;76;34;69;24;2013;1616436;65;"marie";"cap_rechargeable";"cdi";493336,2672;0;"entreprise_privée_connue";96,72
32,84;30;52;3;24;2012;245000;2;"marie";"cap";"cdi";80458;0;"entreprise_privée_à_renseigner";91,63
32,98;372;56;57;60;2011;367199,4;25;"marie";"cap_rechargeable";"cdi";121102,36212;0;"fonctionnaire";96,22
32,86;211;48;7;24;2011;235000;7;"marie";"cap";"cdi";77221;0;"entreprise_privée_à_renseigner";96,66
31,14;245;64;373;24;2014;1739000;241;"marie";"cap_2";"cdi";541524,6;0;"fonctionnaire";98,51
32,92;167;41;65;48;2014;5e+05;65;"marie";"cap";"cdi";164600;0;"entreprise_privée_à_favoriser";96,78
32,856578706731;13;47;17;19;2017;273049,8;8;"celibataire";"cap";"cdd";89714,8224455716;0;"fonctionnaire";96,91
32,87;35;39;18;24;2014;126215;18;"marie";"cap";"cdi";41486,8705;0;"entreprise_privée_à_renseigner";89,14
31,86;43;27;40;48;2013;250000;39;"marie";"cap_rechargeable";"cdi";79650;0;"entreprise_privée_connue";87,39
16,77;105;39;23;48;2013;458230,4;21;"marie";"cap";"cdi";76845,23808;0;"fonctionnaire";96,33
30,99;86;42;64;36;2011;7e+05;25;"marie";"cap_rechargeable";"cdi";216930;1;"entreprise_privée_connue";96,19
32,86;17;36;16;24;2014;3e+05;16;"marie";"cap";"cdi";98580;0;"entreprise_privée_connue";89,56
32,95;68;31;13;24;2014;527246;13;"marie";"cap";"cdi";173727,557;0;"entreprise_privée_à_renseigner";96,44
32,92;112;37;1;24;2012;111521;1;"veuf(ve)";"cap";"cdi";36712,7132;0;"entreprise_privée_connue";89,44
32,95;379;59;66;36;2011;400102,8;25;"marie";"cap_rechargeable";"cdi";131833,8726;0;"fonctionnaire";97,12
32,95;48;26;28;24;2013;116000;28;"marie";"cap_rechargeable";"cdi";38222;0;"entreprise_privée_connue";85,12
32,849487953681;17;28;11;36;2017;280000;1;"marie";"cap";"cdi";91978,5662703068;0;"entreprise_privée_connue";78,87
32,688610997516;20;28;19;24;2017;220000;14;"concubinage";"cap";"cdi";71914,9441945352;0;"entreprise_privée_à_favoriser";87,53
32,24;58;55;25;24;2013;170000;25;"marie";"cap_rechargeable";"cdi";54808;0;"entreprise_privée_connue";87,01
31,58;46;27;27;36;2013;149900;27;"concubinage";"cap";"cdi";47338,42;1;"entreprise_privée_à_favoriser";84,3
32,87;190;40;22;24;2013;137700;22;"marie";"cap";"cdi";45261,99;1;"entreprise_privée_à_renseigner";91,75
33,06;353;56;61;15;2012;269000;49;"marie";"cap";"cdi";88931,4;0;"fonctionnaire";96,89
10,93;141;49;105;48;2014;450650;65;"marie";"cap";"cdi";49256,045;0;"fonctionnaire";96,18
17,033721727741;60;29;7;24;2017;265715;2;"marie";"cap";"cdi";45261,153688867;0;"entreprise_privée_connue";88,25
19,99;349;57;348;24;2012;1233897,8;348;"marie";"cap_rechargeable";"cdi";246656,17022;0;"fonctionnaire";99,59
32,89;30;37;8;24;2012;120000;8;"marie";"cap";"cdi";39468;0;"entreprise_privée_connue";80,08
32,9;17;33;4;24;2012;360760;4;"celibataire";"cap";"cdi";118690,04;0;"entreprise_privée_à_renseigner";93,21
32,99;31;40;69;24;2013;329000;30;"marie";"cap";"cdi";108537,1;0;"entreprise_privée_connue";93,27
21,9;113;40;91;14;2013;1368000;75;"celibataire";"cap_rechargeable";"cdi";299592;0;"entreprise_privée_à_favoriser";97,63
32,4;389;54;92;60;2013;370468,2;90;"marie";"cap_rechargeable";"cdi";120031,6968;0;"fonctionnaire";93,88
28,811991531942;215;52;123;40;2017;569669;63;"marie";"cap_rechargeable";"cdi";164132,984040099;0;"fonctionnaire";98,18
32,82;191;51;85;24;2013;521000;84;"marie";"cap_rechargeable";"cdi";170992,2;0;"entreprise_privée_à_renseigner";97,9
32,7;32;37;24;36;2013;199200;23;"marie";"cap_2";"cdi";65138,4;1;"entreprise_privée_connue";85
32,97;70;42;23;36;2012;205800;25;"celibataire";"cap_rechargeable";"cdi";67852,26;0;"entreprise_privée_connue";89,42
32,83;61;26;39;24;2012;144000;38;"marie";"cap_rechargeable";"cdi";47275,2;1;"entreprise_privée_connue";86,09
32,74;14;30;6;24;2011;225000;3;"celibataire";"cap";"cdi";73665;0;"entreprise_privée_à_renseigner";88,64
32,91482317135;64;27;13;36;2017;238500;3;"marie";"cap";"cdi";78501,8532636697;0;"entreprise_privée_connue";91,84
32,92;332;55;69;60;2012;227351;56;"marie";"cap_rechargeable";"cdi";74843,9492;0;"fonctionnaire";96,15
27,65;229;62;64;18;2013;115758;63;"marie";"cap";"cdi";32007,087;1;"entreprise_privée_à_renseigner";66,19
32,59;132;47;48;60;2012;288025;47;"concubinage";"cap_rechargeable";"cdi";93867,3475;0;"fonctionnaire";97,07
32,79;65;23;42;18;2013;108676;41;"celibataire";"cap";"cdi";35634,8604;0;"entreprise_privée_à_renseigner";82,11
30;8;39;8;24;2012;440000;8;"marie";"cap";"cdi";132000;0;"entreprise_privée_connue";87,21
29,89;55;31;51;7;2012;602000;51;"celibataire";"cap";"cdi";179937,8;0;"entreprise_privée_à_favoriser";96,25
26,46;57;30;57;48;2013;680000;43;"celibataire";"cap";"cdi";179928;0;"entreprise_privée_connue";93,51
32,19;78;37;52;26;2012;573670,4;49;"marie";"cap";"cdi";184664,50176;0;"fonctionnaire";97,18
32,31;15;34;119;18;2014;858819,4;13;"marie";"cap";"cdd";277484,54814;0;"fonctionnaire";99,11
31,93;46;33;5;24;2011;175000;4;"marie";"cap";"cdi";55877,5;0;"entreprise_privée_connue";75,23
32,82;189;45;2;24;2012;121000;1;"marie";"cap";"cdi";39712,2;0;"entreprise_privée_connue";90,33
32,97;118;57;26;24;2014;180000;24;"divorce";"cap_rechargeable";"cdi";59346;0;"entreprise_privée_à_renseigner";92,74
30,87;168;48;25;60;2011;400789,2;24;"divorce";"cap_rechargeable";"cdi";123723,62604;0;"fonctionnaire";96,51
32,85;58;48;3;24;2011;150000;2;"marie";"cap";"cdi";49275;0;"entreprise_privée_à_renseigner";90,76
32,92;7;41;32;19;2011;332665;1;"marie";"cap";"cdd";109513,318;0;"entreprise_privée_connue";88,12
32,96;67;39;53;60;2011;216971,2;50;"concubinage";"cap_rechargeable";"cdi";71513,70752;0;"fonctionnaire";94,59
32,77;83;39;29;24;2013;221000;29;"marie";"cap";"cdi";72421,7;0;"entreprise_privée_à_renseigner";93,07
32,76;20;26;15;24;2014;330000;15;"marie";"cap";"cdi";108108;0;"entreprise_privée_connue";92,24
32,98;89;45;18;30;2011;135112,68;17;"marie";"cap_rechargeable";"cdi";44560,161864;0;"entreprise_privée_connue";90,95
32,23;34;34;28;60;2011;227500;13;"marie";"cap_rechargeable";"cdi";73323,25;0;"entreprise_privée_à_favoriser";90,39
30,13;229;48;43;36;2013;619150;43;"marie";"cap_rechargeable";"cdi";186549,895;0;"entreprise_privée_connue";97,28
32,8;84;43;25;24;2014;180900;25;"marie";"cap_rechargeable";"cdi";59335,2;0;"entreprise_privée_connue";90,98
30,96;62;40;55;24;2013;1274637,8;54;"marie";"cap_2";"cdi";394627,86288;0;"fonctionnaire";97,23
22,68;196;53;27;24;2013;217548,8;26;"marie";"cap";"cdi";49340,06784;0;"fonctionnaire";95,98
32,31;31;57;69;24;2013;351100;30;"marie";"cap";"cdi";113440,41;0;"entreprise_privée_connue";92,95
32,95;9;37;1;25;2012;123619;1;"marie";"cap";"cdi";40732,4605;0;"entreprise_privée_connue";58,19
31,27;56;37;25;24;2013;160900;25;"marie";"cap";"cdi";50313,43;0;"entreprise_privée_connue";84,66
32,58;79;35;21;24;2014;150000;21;"marie";"cap";"cdi";48870;0;"entreprise_privée_connue";91,02
33;152;37;93;60;2013;404593;91;"marie";"cap_rechargeable";"cdi";133515,69;0;"fonctionnaire";92,91
32,96;365;55;4;48;2011;324122,2;1;"marie";"cap";"cdi";106830,67712;0;"fonctionnaire";96,48
27,47;13;31;51;24;2011;9e+05;11;"marie";"cap";"cdi";247230;0;"entreprise_privée_à_favoriser";96,76
32,92;3;47;30;24;2012;127546;3;"marie";"cap";"cdi";41988,1432;0;"entreprise_privée_à_renseigner";85,24
32,76;40;29;40;38;2014;515405;36;"celibataire";"cap_rechargeable";"cdi";168846,678;0;"fonctionnaire";95,18
32,916178497386;141;54;235;7;2017;2040256,1;28;"marie";"cap";"cdd";671574,339679806;0;"entreprise_privée_à_renseigner";99,47
32,98;54;33;37;24;2013;140000;36;"marie";"cap";"cdi";46172;0;"entreprise_privée_connue";90,12
32,9;36;27;4;24;2011;326400;1;"celibataire";"cap";"cdi";107385,6;0;"entreprise_privée_à_renseigner";89,95
32,42;68;54;3;48;2011;235000;1;"marie";"cap";"cdi";76187;0;"fonctionnaire";92,4
32,679900250023;35;36;8;25;2017;358337;2;"marie";"cap";"cdd";117104,174158925;0;"fonctionnaire";97,06
32,998761391418;59;26;9;24;2017;861061;1;"marie";"cap";"cdi";284139,464824558;0;"entreprise_privée_à_renseigner";91,27
28,65;37;40;30;24;2014;861000;29;"marie";"cap_rechargeable";"cdd";246676,5;0;"entreprise_privée_à_favoriser";96,07
32,08;54;51;15;60;2011;239139,4;15;"marie";"cap";"cdi";76715,91952;0;"fonctionnaire";96,29
32,82;68;30;24;24;2013;130000;24;"marie";"cap";"cdi";42666;0;"entreprise_privée_connue";82,72
31,92;69;49;29;24;2013;179600;29;"marie";"cap_rechargeable";"cdi";57328,32;0;"entreprise_privée_connue";89,13
32,86;56;39;105;24;2014;1224270;65;"marie";"cap";"cdi";402295,122;0;"entreprise_privée_connue";94,98
32,99;60;37;16;60;2014;435814;14;"marie";"cap";"cdi";143775,0386;0;"fonctionnaire";97,04
32,87;179;40;30;24;2013;127000;30;"marie";"cap";"cdi";41744,9;0;"entreprise_privée_connue";92,26
30,837211052248;48;33;47;60;2017;340000;41;"marie";"cap";"cdi";104846,517577643;0;"entreprise_privée_à_favoriser";95,18
32,38;32;31;36;48;2012;435125,6;1;"celibataire";"cap";"cdi";140893,66928;0;"fonctionnaire";95,74
32,694694058934;135;32;8;60;2017;183600;1;"celibataire";"cap";"cdi";60027,4582922028;0;"entreprise_privée_connue";90,03
32,84;237;49;44;36;2013;183258,45;44;"divorce";"cap";"cdi";60182,07498;0;"entreprise_privée_connue";94,17
32,98;60;37;49;24;2012;116321,8;49;"marie";"cap_rechargeable";"cdi";38362,92964;0;"entreprise_privée_connue";86,69
32,94;45;26;41;6;2012;357906,26;41;"celibataire";"cap";"cdi";117894,322044;0;"entreprise_privée_connue";92,36
32,93;108;42;70;48;2011;256450;25;"marie";"cap_rechargeable";"cdi";84448,985;0;"entreprise_privée_connue";95,6
19,61;68;39;24;24;2013;218000;23;"marie";"cap";"cdi";42749,8;0;"entreprise_privée_à_renseigner";93,16
28,142449047613;110;32;54;60;2017;406536,8;46;"marie";"cap_rechargeable";"cdi";114409,411799796;0;"fonctionnaire";95,7
17,03;8;52;5;24;2011;193878;5;"marie";"cap";"cdi";33017,4234;1;"entreprise_privée_connue";63,09
32,88;124;55;20;48;2011;348458;15;"concubinage";"cap_rechargeable";"cdi";114572,9904;0;"entreprise_privée_connue";94,14
32,95;192;48;3;24;2012;145000;3;"marie";"cap";"cdi";47777,5;0;"entreprise_privée_connue";92,11
33;54;42;1;36;2011;239085;1;"concubinage";"cap";"cdi";78898,05;0;"entreprise_privée_connue";82,81
20,22;97;57;7;48;2011;700834;2;"marie";"cap";"cdi";141708,6348;0;"fonctionnaire";98,3
32,94;77;33;60;60;2014;368726,52;54;"marie";"cap_rechargeable";"cdi";121458,515688;0;"entreprise_privée_connue";95,49
32,15;239;49;84;60;2014;484000;38;"marie";"cap_rechargeable";"cdi";155606;0;"fonctionnaire";98,5
32,93;169;32;26;24;2013;190916;25;"marie";"cap_rechargeable";"cdi";62868,6388;0;"entreprise_privée_à_renseigner";93,5
32,03;45;33;11;24;2011;6e+05;10;"marie";"cap_rechargeable";"cdi";192180;1;"entreprise_privée_à_renseigner";95,48
26,31;253;48;87;24;2014;1593652,25;87;"marie";"cap_rechargeable";"cdi";419289,906975;0;"fonctionnaire";99,1
25,15;116;41;8;24;2012;4e+05;8;"marie";"cap";"cdi";100600;0;"entreprise_privée_connue";94,96
20,82;25;31;59;24;2011;475000;24;"celibataire";"cap";"cdi";98895;0;"entreprise_privée_à_favoriser";90,12
32,92;18;37;1;24;2012;110000;1;"marie";"cap";"cdi";36212;0;"entreprise_privée_connue";59,36
18,63;31;40;58;24;2012;1350000;6;"marie";"cap";"cdi";251505;0;"entreprise_privée_à_renseigner";96,48
32,96;18;30;12;60;2012;327000;9;"celibataire";"cap";"cdi";107779,2;0;"fonctionnaire";97,12
32,31660772;73;26;8;36;2017;245000;1;"celibataire";"cap";"cdi";79175,688914;0;"entreprise_privée_connue";85,74
32,94;44;27;33;24;2013;323470;32;"celibataire";"cap_rechargeable";"cdi";106551,018;0;"entreprise_privée_connue";90,16
32,72;142;48;4;24;2012;113730;4;"marie";"cap";"cdi";37212,456;0;"entreprise_privée_connue";90,45
32,82;51;22;28;24;2013;149000;28;"marie";"cap_rechargeable";"cdi";48901,8;0;"entreprise_privée_à_renseigner";90,83
32,56;47;44;28;24;2013;209057,8;25;"marie";"cap";"cdi";68069,21968;0;"fonctionnaire";94,29
32,99;230;42;3;36;2012;121763,78;2;"marie";"cap";"cdi";40169,871022;0;"entreprise_privée_connue";92,23
32,95;97;44;67;60;2011;283411;25;"celibataire";"cap_rechargeable";"cdi";93383,9245;0;"fonctionnaire";96,38
32,29;106;31;66;24;2013;190000;65;"marie";"cap_rechargeable";"cdi";61351;0;"entreprise_privée_à_renseigner";94,32
32,72;56;38;28;60;2011;150000;28;"marie";"cap_rechargeable";"cdi";49080;0;"entreprise_privée_à_favoriser";89,27
32,95;114;36;2;24;2012;123619;2;"marie";"cap";"cdi";40732,4605;0;"entreprise_privée_connue";90,38
32,88;155;47;52;24;2014;201879,8;52;"marie";"cap_rechargeable";"cdd";66378,07824;0;"entreprise_privée_à_renseigner";92,81
32,32;47;32;14;36;2011;184569;11;"celibataire";"cap_rechargeable";"cdi";59652,7008;0;"entreprise_privée_à_renseigner";92,08
32,67;26;30;14;24;2014;172400;14;"marie";"cap";"cdi";56323,08;0;"entreprise_privée_connue";85,03
32,98;46;31;22;24;2012;90708,2;22;"marie";"cap_rechargeable";"cdi";29915,56436;0;"entreprise_privée_connue";75,21
32,97;347;56;64;60;2011;365116,4;25;"marie";"cap_rechargeable";"cdi";120378,87708;0;"fonctionnaire";97,95
31,67;103;40;2;36;2012;120000;1;"veuf(ve)";"cap";"cdi";38004;0;"entreprise_privée_connue";88,83
32,336909984398;91;35;87;48;2017;293933,33;28;"celibataire";"cap_rechargeable";"cdi";95048,9563362435;1;"entreprise_privée_connue";96,88
32,69;28;34;22;24;2013;4e+05;22;"marie";"cap";"cdi";130760;0;"entreprise_privée_à_favoriser";91,69
32,79;21;25;13;24;2014;165630;12;"marie";"cap";"cdi";54310,077;0;"entreprise_privée_connue";87,6
29,66;52;33;47;24;2012;998000;46;"celibataire";"cap";"cdi";296006,8;0;"fonctionnaire";98,06
32,95;35;43;26;36;2014;151000;26;"marie";"cap_rechargeable";"cdi";49754,5;0;"entreprise_privée_connue";79,27
32,83;12;28;3;24;2012;153200;2;"concubinage";"cap";"cdi";50295,56;0;"entreprise_privée_connue";67,56
